label,sentence
1,"... Wallace is smart to vary the pitch of his movie, balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams."
1,A true-blue delight.
0,"About as enjoyable, I would imagine, as searching for a quarter in a giant pile of elephant feces...positively dreadful."
1,It leaves little doubt that Kidman has become one of our best actors.
0,"What ensues are much blood-splattering, mass drug-induced bowel evacuations, and none-too-funny commentary on the cultural distinctions between Americans and Brits."
1,An enjoyable experience.
1,And they succeed merrily at their noble endeavor.
0,"Very much a home video, and so devoid of artifice and purpose that it appears not to have been edited at all."
0,"No, even that's too committed."
0,The entire movie is in need of a scented bath.
0,I spied with my little eye...a mediocre collection of cookie-cutter action scenes and occasionally inspired dialogue bits
1,"The Hours, a delicately crafted film, is an impressive achievement in spite of a river of sadness that pours into every frame."
0,"Are we dealing with dreams, visions or being told what actually happened as if it were the third ending of Clue?"
0,"This movie is so bad, that it's almost worth seeing because it's so bad."
0,"No better or worse than 'Truth or Consequences, N.M.' or any other interchangeable actioner with imbecilic Mafia toolbags botching a routine assignment in a Western backwater."
0,"Well, this movie proves you wrong on both counts."
1,"Much of it is funny, but there are also some startling, surrealistic moments..."
0,"Those who are only mildly curious, I fear, will be put to sleep or bewildered by the artsy and often pointless visuals."
1,Its engaging simplicity is driven by appealing leads.
0,"Theological matters aside, the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues."
1,This 90-minute postmodern voyage was more diverting and thought-provoking than I'd expected it to be.
0,"Ignoring that, he made Swimfan anyway"
0,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest."
0,"Like Schindler's List, The Grey Zone attempts to be grandiloquent, but ends up merely pretentious -- in a grisly sort of way."
1,A touching drama about old age and grief with a tour de force performance by Michel Piccoli.
0,Video games are more involving than this mess.
0,"An obvious copy of one of the best films ever made, how could it not be?"
0,The plan to make Enough into 'an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflé gone wrong.
1,"Dog Soldiers doesn't transcend genre -- it embraces it, energizes it and takes big bloody chomps out of it."
1,"Third time's the charm...yeah, baby!"
1,Weighty and ponderous but every bit as filling as the treat of the title.
1,"Makes the case for a strong education and good teachers being more valuable in the way they help increase an average student's self-esteem, and not strictly in the knowledge imparted."
1,A giddy and provocative sexual romp that has something to say.
1,"What's not to like about a movie with a 'children's' song that includes the line 'My stepdad's not mean, he's just adjusting'?"
0,"Equilibrium the movie, as opposed to the manifesto, is really, really stupid."
0,Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997.
1,"eventually arrives at its heart, as simple self-reflection meditation."
1,"In a summer overrun with movies dominated by CGI aliens and super heroes, it revigorates the mind to see a feature that concentrates on people, a project in which the script and characters hold sway."
0,"For most movies, 84 minutes is short, but this one feels like a life sentence."
1,What begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters.
1,It's rare for any movie to be as subtle and touching as The Son's Room.
1,"Not as well-written as Sexy Beast, not as gloriously flippant as Lock, Stock and Two Smoking Barrels, but stylish and moody and exceptionally well-acted."
1,Spielberg's realization of a near-future America is masterful.
1,"Amidst the action, the script carries Arnold (and the viewers) into the forbidden zone of sympathizing with terrorist motivations by presenting the ""other side of the story."""
1,"As gory as the scenes of torture and self-mutilation may be, they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting."
1,Jones has delivered a solidly entertaining and moving family drama.
0,"(H)ad I suffered and bled on the hard ground of Ia Drang, I'd want something a bit more complex than We Were Soldiers to be remembered by."
1,"It's sort of in-between, and it works."
1,He's the scariest guy you'll see all summer.
0,"Unfunny comedy with a lot of static set ups, not much camera movement, and most of the scenes take place indoors in formal settings with motionless characters."
0,A movie in which two not very absorbing characters are engaged in a romance you can't wait to see end.
1,"A cultural wildcard experience: wacky, different, unusual, even nutty."
0,Mediocre fable from Burkina Faso.
1,A hallmark film in an increasingly important film industry and worth the look.
0,The worst film of the year.
1,"A funny, triumphant, and moving documentary."
1,"For the most part, the film does hold up pretty well."
1,It's about issues most adults have to face in marriage and I think that's what I liked about it -- the real issues tucked between the silly and crude storyline.
1,"There's a spontaneity to The Chateau, a sense of light-heartedness, that makes it attractive throughout."
1,"In fact, it's quite fun in places."
0,It's a barely tolerable slog over well-trod ground.
0,"Manipulative claptrap, a period-piece movie-of-the-week, plain old blarney... take your pick."
0,"Not that any of us should be complaining when a film clocks in around 90 minutes these days, but the plotting here leaves a lot to be desired."
0,It's crap on a leash--far too polite to scale the lunatic heights of Joe Dante's similarly styled Gremlins.
1,"Hollywood Ending is not show-stoppingly hilarious, but scathingly witty nonetheless."
